episode,steps,epsilon,reward,score,length,loss_avg
1,96,0.998824375,-13.81,0,3,0.0
2,164,0.997982875,-12.428,0,3,0.0
3,243,0.99700525,-13.431000000000001,0,3,0.0
4,385,0.995248,-19.111,0,3,0.0
5,587,0.99274825,-28.900999999999996,0,3,0.0
6,664,0.991795375,-12.026,0,3,0.0
7,718,0.991127125,-10.931,0,3,0.0
8,758,0.990632125,-10.33,0,3,0.0
9,804,0.990062875,-11.035,0,3,0.0
10,873,0.989209,0.04400000000000226,1,4,0.0
11,993,0.987724,-16.19,0,3,0.0
12,1016,0.987439375,-10.003,0,3,0.0
13,1031,0.98725375,-10.505,0,3,0.0
14,1082,0.986622625,-10.625,0,3,0.0
15,1164,0.985607875,-12.371,0,3,0.0
16,1286,0.984098125,-15.780999999999999,0,3,0.0
17,1338,0.983454625,-9.826,0,3,0.0
18,1366,0.983108125,-10.378,0,3,0.0
19,1413,0.9825265,-10.231,0,3,0.0
20,1516,0.981251875,-14.253,0,3,0.0
21,1539,0.98096725,-9.253,0,3,0.0
22,1760,0.978232375,-33.56,0,3,0.0
23,1776,0.978034375,0.5899999999999999,1,4,0.0
24,1810,0.977613625,-10.561,0,3,0.0
25,1855,0.97705675,-10.84,0,3,0.0
26,1915,0.97631425,-10.370000000000001,0,3,0.0
27,2028,0.974915875,-15.628,0,3,0.11790885041660533
28,2050,0.974643625,-10.231,0,3,0.12612701067700982
29,2119,0.97378975,-11.296,0,3,0.14576777243190378
30,2188,0.972935875,-11.546,0,3,0.1230531324180302
31,2233,0.972379,-10.89,0,3,0.15286395124470195
32,2260,0.972044875,1.0210000000000008,1,4,0.15385007067514514
33,2325,0.9712405,-12.83,0,3,0.16597383904915589
34,2404,0.970262875,-1.593,1,4,0.14614570293799514
35,2494,0.969149125,-12.955,0,3,0.1469418295012373
36,2514,0.968901625,-10.84,0,3,0.14996846176218243
37,2549,0.9684685,-9.145,0,3,0.17279480558687021
38,2570,0.968208625,-10.61,0,3,0.12605238483021303
39,2688,0.966748375,-15.753,0,3,0.15675506832954175
40,2767,0.96577075,-12.081000000000001,0,3,0.14274658803545126
41,2911,0.96398875,-20.046,0,3,0.13881417912974334
42,3027,0.96255325,-15.27,0,3,0.10863600867190237
43,3130,0.961278625,-13.703,0,3,0.11696934728042303
44,3199,0.96042475,-11.846,0,3,0.11154833186309838
45,3363,0.95839525,-23.866,0,3,0.09288165237039055
46,3404,0.9578878749999999,-10.719999999999999,0,3,0.08533827627713723
47,3462,0.957170125,-9.953,0,3,0.08750114344253108
48,3521,0.95644,-10.511,0,3,0.0952348066020315
49,3593,0.955549,-0.5640000000000001,1,4,0.08451627951581031
50,3679,0.95448475,-12.905000000000001,0,3,0.0902546409106012
51,3746,0.953655625,-11.861,0,3,0.07479744786118615
52,3786,0.953160625,-0.39099999999999824,1,4,0.0931193801574409
53,3892,0.951848875,0.24499999999999744,1,4,0.08582556285491248
54,3935,0.95131675,10.977,2,5,0.11878405920728001
55,4026,0.950190625,-14.195,0,3,0.08740857513723793
56,4063,0.94973275,-10.516,0,3,0.08233279322047492
57,4161,0.94852,-12.853000000000002,0,3,0.08711828100400007
58,4259,0.94730725,-13.753,0,3,0.0903597774877384
59,4316,0.946601875,-11.396,0,3,0.07991914134145829
60,4335,0.94636675,-10.171,0,3,0.08592571960271973
61,4355,0.94611925,-10.39,0,3,0.06340854573063552
62,4427,0.94522825,-12.106,0,3,0.07300799581894858
63,4470,0.944696125,-9.103,0,3,0.07210966615482818
64,4510,0.944201125,-10.03,0,3,0.0717819610144943
65,4694,0.941924125,-25.836,0,3,0.07455910353303846
66,4712,0.941701375,-9.653,0,3,0.08398562245484856
67,4730,0.941478625,-10.553,0,3,0.11526619146267574
68,4788,0.940760875,-11.453,0,3,0.07086319309370272
69,4963,0.93859525,-24.125,0,3,0.0695591023484511
70,4982,0.938360125,-10.021,0,3,0.05833766423165798
71,5145,0.936343,-21.553000000000004,0,3,0.08039446772173321
72,5327,0.93409075,-13.765000000000002,1,4,0.07929150160442996
73,5385,0.933373,-11.353,0,3,0.07178258112278478
74,5472,0.932296375,-15.991,0,3,0.06551672493632155
75,5632,0.930316375,-21.270000000000003,0,3,0.07668098948779516
76,5666,0.929895625,-10.111,0,3,0.07240787975709229
77,5708,0.929375875,-11.061,0,3,0.05829891398371685
78,5849,0.927631,-19.519999999999996,0,3,0.05444873030568268
79,6010,0.925638625,-22.229999999999997,0,3,0.06683898403060547
80,6091,0.92463625,-12.24,0,3,0.06864123329244277
81,6115,0.92433925,-10.376,0,3,0.07773840582619111
82,6160,0.923782375,-10.79,0,3,0.0795380074944761
83,6209,0.923176,-11.126,0,3,0.09875340487960042
84,6293,0.9221365,-11.936,0,3,0.0765872428171514
85,6312,0.921901375,-10.321,0,3,0.08906014013643328
86,6396,0.920861875,-14.036,0,3,0.08569260797507706
87,6454,0.920144125,-9.853,0,3,0.07370297764909678
88,6633,0.917929,-25.331000000000003,0,3,0.07093007323025159
89,6704,0.917050375,-12.035,0,3,0.08023969581167043
90,6797,0.9158995,-13.028,0,3,0.06464340357530501
91,6869,0.9150085,-12.606000000000002,0,3,0.07724307878460321
92,6936,0.914179375,-12.411000000000001,0,3,0.07802939338526174
93,7122,0.911877625,-26.705000000000005,0,3,0.07355677564778636
94,7228,0.910565875,-0.18700000000000117,1,4,0.07653384010817083
95,7334,0.909254125,-4.042000000000001,1,4,0.08100174058158442
96,7392,0.908536375,-10.503,0,3,0.0835113048007519
97,7475,0.90750925,-13.203000000000001,0,3,0.0648218976580594
98,7527,0.90686575,-10.975999999999999,0,3,0.08267465212310736
99,7596,0.906011875,-12.296,0,3,0.05876422584380792
100,7678,0.904997125,-12.421,0,3,0.07907594717675592
101,7846,0.902918125,-23.427999999999997,0,3,0.0639797548120398
102,7894,0.902324125,0.4369999999999994,1,4,0.07488563583077242
103,8105,0.899713,-6.430999999999999,1,4,0.08185502967987016
104,8188,0.898685875,-14.003,0,3,0.0882759587053793
105,8213,0.8983765,-10.6,0,3,0.09104053355753422
106,8290,0.8974236250000001,-11.725999999999999,0,3,0.0942319974351626
107,8351,0.89666875,-10.98,0,3,0.07263961718341366
108,8419,0.89582725,-12.828,0,3,0.06497502443380654
109,8435,0.89562925,0.29300000000000104,1,4,0.08498847123701125
110,8526,0.894503125,-14.345,0,3,0.07476273643692116
111,8653,0.8929315,-17.951,0,3,0.06634783395749377
112,8922,0.889602625,-18.018000000000008,1,4,0.06391581443578116
113,9094,0.887474125,-24.156,0,3,0.06728668650070768
114,9121,0.88714,-10.001,0,3,0.06357791405861024
115,9191,0.88627375,-11.315,0,3,0.06912587657570839
116,9247,0.88558075,-10.84,0,3,0.07616550006371524
117,9279,0.88518475,-10.696,0,3,0.06253144569927827
118,9425,0.883378,-19.585,0,3,0.055361497317989394
119,9460,0.882944875,-9.145,0,3,0.0800252700490611
120,9510,0.882326125,-10.775,0,3,0.0901403940282762
121,9608,0.881113375,1.198999999999998,1,4,0.06220525605794119
122,9719,0.87973975,-16.255000000000003,0,3,0.06346819257816753
123,9851,0.87810625,-17.096,0,3,0.06315225141235825
124,9878,0.877772125,-10.901,0,3,0.08410084613219455
125,9926,0.877178125,-11.278,0,3,0.07941232823456328
126,9989,0.8763985,-10.103,0,3,0.06535080990325363
127,10127,0.8746907500000001,-4.098000000000001,1,4,0.0811796552852552
128,10198,0.8738121249999999,-10.985,0,3,0.0765569770157757
129,10357,0.8718445,-22.561000000000007,0,3,0.07953550331528832
130,10393,0.871399,-10.879999999999999,0,3,0.08444450174768765
131,10415,0.87112675,-9.631,0,3,0.08792097494006157
132,10559,0.86934475,-19.846000000000004,0,3,0.07028938825371572
133,10693,0.8676865,-1.8580000000000023,1,4,0.07689281655892508
134,10740,0.867104875,-11.431000000000001,0,3,0.08053508519809296
135,10818,0.866139625,-12.203,0,3,0.07025931284834559
136,10856,0.865669375,-9.552999999999999,0,3,0.09419937255351167
137,10919,0.86488975,0.23900000000000077,1,4,0.07760589155885908
138,11022,0.8636151249999999,-15.503,0,3,0.07546303923992277
139,11054,0.863219125,-10.696,0,3,0.10706287628272548
140,11075,0.8629592500000001,-10.61,0,3,0.09380277459110532
141,11146,0.8620806249999999,-11.485,0,3,0.08214825483589945
142,11180,0.861659875,-10.411,0,3,0.0765600091065554
143,11217,0.861202,-10.616,0,3,0.09308762214071042
144,11253,0.8607565,-10.73,0,3,0.07724072603094909
145,11280,0.860422375,1.1110000000000024,1,4,0.06981368438789139
146,11334,0.859754125,-10.531,0,3,0.07453463078235034
147,11436,0.858491875,-15.600999999999999,0,3,0.08366757729912505
148,11455,0.85825675,-10.171,0,3,0.09690613789778006
149,11488,0.857848375,-9.578,0,3,0.0822423231421095
150,11530,0.857328625,-11.211,0,3,0.08127693996010792
151,11613,0.8563015,-11.403,0,3,0.08413115033812552
152,11651,0.85583125,-10.853,0,3,0.0819543802522515
153,11788,0.854135875,-19.016000000000002,0,3,0.0825987463395526
154,11826,0.853665625,-9.503,0,3,0.08883536464877818
155,11850,0.853368625,-10.076,0,3,0.06650273059494793
156,11872,0.853096375,-10.081,0,3,0.06355401026931676
157,11922,0.852477625,1.299999999999999,1,4,0.08095404457300902
158,11950,0.852131125,-10.378,0,3,0.08181145893675941
159,11999,0.85152475,-10.725999999999999,0,3,0.07925496482271321
160,12082,0.850497625,-12.603,0,3,0.11212928842259459
161,12139,0.84979225,-10.296,0,3,0.08992286464362814
162,12325,0.8474905,-4.26,1,4,0.09649460745715005
163,12352,0.847156375,-9.701,0,3,0.07275378724767102
164,12371,0.84692125,-10.321,0,3,0.1044882212422396
165,12411,0.8464262499999999,-9.88,0,3,0.07452091975137591
166,12461,0.8458075,-9.925,0,3,0.07464019306004048
167,12539,0.84484225,-11.802999999999999,0,3,0.08330451527562661
168,12589,0.8442235,-9.625,0,3,0.07263669881969691
169,12618,0.843864625,-8.806000000000001,0,3,0.07392506943694477
170,12655,0.84340675,-10.916,0,3,0.07315461060686691
171,12691,0.84296125,-10.78,0,3,0.07555588748719957
172,12735,0.8424167499999999,-10.946,0,3,0.07063429451293567
173,12906,0.840300625,-25.885,0,3,0.08698631734832336
174,12966,0.839558125,-11.219999999999999,0,3,0.08065736101319393
175,12989,0.8392735,-10.603,0,3,0.09729832467501578
176,13034,0.838716625,-10.44,0,3,0.09468662987152736
177,13088,0.8380483750000001,-11.631,0,3,0.1195328935842823
178,13163,0.83712025,-12.325,0,3,0.10581786702076594
179,13198,0.836687125,-9.295,0,3,0.11413767864661557
180,13247,0.83608075,-10.725999999999999,0,3,0.0924405714458957
181,13363,0.83464525,-16.07,0,3,0.09208143280883288
182,13414,0.834014125,-10.225,0,3,0.0902251637011182
183,13490,0.833073625,-11.8,0,3,0.07698177440876239
184,13656,0.831019375,-21.895000000000003,0,3,0.08490288348486984
185,13794,0.829311625,-19.802999999999997,0,3,0.08451771441901075
186,13876,0.828296875,-12.471,0,3,0.0773061141371727
187,13933,0.8275915,-10.796,0,3,0.07121146921264498
188,13987,0.82692325,-10.281,0,3,0.06910220064498761
189,14179,0.82454725,-25.486,0,3,0.10562140788533725
190,14197,0.8243245,-10.253,0,3,0.11278980018364058
191,14238,0.823817125,-10.07,0,3,0.11514448220046555
192,14285,0.8232355,-9.531,0,3,0.10896485568361079
193,14336,0.822604375,-11.925,0,3,0.08851383107842184
194,14360,0.8223073750000001,-9.475999999999999,0,3,0.08239213462608556
195,14421,0.8215525,-10.93,0,3,0.09819931866692715
196,14499,0.82058725,-13.053,0,3,0.08506032473479326
197,14535,0.82014175,-9.98,0,3,0.08842888841819432
198,14583,0.81954775,-10.178,0,3,0.09263578779064119
199,14623,0.81905275,-10.93,0,3,0.08551979311741889
200,14710,0.8179761249999999,-13.641000000000002,0,3,0.07643049034750325
201,14773,0.8171965,-11.553,0,3,0.0989680037434612
202,14813,0.8167015,-10.73,0,3,0.10152342417277396
203,14869,0.8160085,-10.69,0,3,0.07620494240628821
204,15010,0.814263625,-17.02,0,3,0.08700153925158877
205,15058,0.813669625,-10.578,0,3,0.1285691490241637
206,15091,0.81326125,-10.778,0,3,0.11714534484075778
207,15174,0.812234125,-10.853000000000002,0,3,0.11266716313828905
208,15203,0.8118752499999999,-10.306,0,3,0.10602381491455538
209,15228,0.811565875,-9.1,0,3,0.09398258149623871
210,15258,0.811194625,-9.335,0,3,0.0973664116114378
211,15287,0.81083575,-10.306,0,3,0.11094380003111116
212,15363,0.8098952500000001,0.015000000000000568,1,4,0.11588551432482506
213,15438,0.808967125,-12.425,0,3,0.0933631697545449
214,15483,0.80841025,-10.79,0,3,0.08860774487257003
215,15520,0.807952375,-9.916,0,3,0.07604173268820788
216,15550,0.807581125,-10.235,0,3,0.09688459609945616
217,15600,0.806962375,-10.525,0,3,0.09913850396871567
218,15649,0.8063560000000001,-10.226,0,3,0.0999369608352379
219,15699,0.80573725,-9.325,0,3,0.08867979116737842
220,15774,0.804809125,-11.175,0,3,0.09163039336601893
221,15834,0.804066625,-10.82,0,3,0.08908302122727037
222,15907,0.80316325,-11.678,0,3,0.08758707183783185
223,16148,0.800180875,-39.62,0,3,0.09810502466231708
224,16268,0.7986958749999999,-16.64,0,3,0.09772869848335783
225,16306,0.7982256249999999,1.8270000000000017,1,4,0.10664682590255611
226,16346,0.797730625,-10.93,0,3,0.08589210147038102
227,16367,0.79747075,-10.61,0,3,0.09156344724552971
228,16428,0.796715875,-9.58,0,3,0.0834208647491502
229,16490,0.795948625,-10.940999999999999,0,3,0.08411203685306734
230,16532,0.795428875,-9.011,0,3,0.08804805479234173
231,16563,0.79504525,-10.565,0,3,0.08270259081355986
232,16587,0.79474825,-10.676,0,3,0.07821750617586076
233,16625,0.794278,-10.753,0,3,0.07289283658917013
234,16660,0.793844875,-9.845,0,3,0.08119853852050644
235,16718,0.793127125,-10.302999999999999,0,3,0.08940539226449769
236,16844,0.791567875,-16.074999999999996,0,3,0.08032054882792253
237,16871,0.79123375,-8.651,0,3,0.0716113935880087
238,16919,0.79063975,-10.128,0,3,0.08985345507971942
239,16942,0.790355125,-10.453,0,3,0.07328357741884563
240,16985,0.789823,0.6490000000000009,1,4,0.07713601564945177
241,17016,0.7894393749999999,-10.165,0,3,0.10764289515153054
242,17033,0.789229,-10.186,0,3,0.10827144870863241
243,17067,0.78880825,-9.511,0,3,0.1341118249384796
244,17132,0.788003875,-9.879999999999999,0,3,0.11157255241504083
245,17174,0.787484125,-10.411,0,3,0.10644797049462795
246,17198,0.787187125,-10.776,0,3,0.12254114185149471
247,17252,0.786518875,-11.131,0,3,0.10955001907078205
248,17585,0.782398,-36.66199999999998,1,4,0.10419143709513518
249,17608,0.782113375,-9.403,0,3,0.09164609047381775
250,17627,0.78187825,-9.271,0,3,0.10755554018052
251,17676,0.7812718750000001,-9.475999999999999,0,3,0.10386724720652006
252,17733,0.7805664999999999,11.466000000000001,2,5,0.10351979699835442
253,17755,0.78029425,11.036000000000005,2,5,0.08642640083350918
254,17881,0.778735,-15.575,0,3,0.09112393096207626
255,17960,0.777757375,-11.881,0,3,0.10924637944826597
256,18023,0.77697775,-11.403,0,3,0.1247463392478133
257,18056,0.776569375,-10.628,0,3,0.12842133686398016
258,18201,0.774775,-22.089999999999996,0,3,0.12354775402566483
259,18298,0.773574625,-14.256,0,3,0.13549329240604774
260,18387,0.77247325,-13.066,0,3,0.12297334354580118
261,18461,0.7715575,-12.301,0,3,0.11910718241454782
262,18490,0.771198625,-9.406,0,3,0.13104036514615192
263,18518,0.770852125,-9.328,0,3,0.11022841105503696
264,18553,0.770419,-10.295,0,3,0.11153412908315659
265,18578,0.770109625,-10.45,0,3,0.1374743451178074
266,18669,0.7689835,-13.295,0,3,0.10036072159533972
267,18690,0.768723625,-10.46,0,3,0.09174922250566028
268,18838,0.766892125,-20.728,0,3,0.11606994346791022
269,18906,0.766050625,-12.228,0,3,0.09177286386051599
270,19012,0.764738875,-14.265,0,3,0.11664204629805852
271,19025,0.764578,-9.478,0,3,0.14091059393607652
272,19087,0.76381075,-11.441,0,3,0.1364835221921244
273,19109,0.7635385,-10.231,0,3,0.12815754623575645
274,19144,0.763105375,-10.345,0,3,0.13738825331841195
275,19163,0.76287025,-9.421,0,3,0.13489702187086405
276,19230,0.762041125,-11.261,0,3,0.14012411309044753
277,19262,0.761645125,10.865000000000002,2,5,0.13463789969682693
278,19305,0.761113,-10.753,0,3,0.1227299003580282
279,19341,0.7606675,10.592999999999996,2,5,0.13791390063448083
280,19376,0.760234375,-10.195,0,3,0.15079330312354225
281,19446,0.759368125,-11.165,0,3,0.12653502763382027
282,19530,0.758328625,-13.086,0,3,0.1128841262488138
283,19930,0.7533786250000001,-54.722,1,4,0.11159353964962065
284,20079,0.75153475,-19.525999999999996,0,3,0.13357567084615662
285,20165,0.7504705,-1.4199999999999964,1,4,0.13341586222482282
286,20240,0.7495423750000001,-12.375,0,3,0.13352255508303643
287,20290,0.748923625,-10.975,0,3,0.12964471183717252
288,20374,0.747884125,-12.686,0,3,0.1332965831139258
289,20428,0.747215875,-10.381,0,3,0.11409161798655987
290,20459,0.74683225,-10.765,0,3,0.11193244135187518
291,20510,0.746201125,-11.025,0,3,0.10900066106342803
292,20538,0.745854625,-10.978,0,3,0.11780646536499262
293,20613,0.7449265,-12.825000000000001,0,3,0.12535755241910618
294,20670,0.7442211249999999,-10.196,0,3,0.11140513701135651
295,20814,0.742439125,-16.746,0,3,0.1298628400028166
296,20877,0.7416594999999999,-11.403,0,3,0.1041993967124394
297,20898,0.741399625,-10.61,0,3,0.10238558657112576
298,20969,0.740521,-0.3749999999999982,1,4,0.11734638300160287
299,21003,0.74010025,-9.811,0,3,0.12187154141857344
300,21028,0.739790875,-11.05,0,3,0.16324326813220977
301,21126,0.7385781250000001,-13.703,0,3,0.13109265876059628
302,21181,0.7378975000000001,-10.684999999999999,0,3,0.13337238349697805
303,21258,0.736944625,-13.126,0,3,0.13683787980056428
304,21311,0.73628875,-10.478,0,3,0.14402791745257829
305,21358,0.735707125,-9.881,0,3,0.12819511197665903
306,21426,0.734865625,-12.578000000000001,0,3,0.13632764957626076
307,21479,0.73420975,-9.778,0,3,0.1290801778998015
308,21529,0.733591,0.25399999999999956,1,4,0.11781511798501015
309,21628,0.7323658749999999,-13.350999999999999,0,3,0.11839262926668832
310,21680,0.731722375,-10.376,0,3,0.10779705314108959
311,21710,0.731351125,-10.385,0,3,0.14423221920927365
312,21771,0.7305962500000001,-11.63,0,3,0.11989811551375468
313,21888,0.7291483750000001,-17.236,0,3,0.12779946918161506
314,21953,0.7283440000000001,-11.379999999999999,0,3,0.12788480485861117
315,22004,0.727712875,-11.024999999999999,0,3,0.12703383487521433
316,22041,0.727255,-9.766,0,3,0.1459567264930622
317,22127,0.72619075,-14.755000000000003,0,3,0.13406844003949053
318,22199,0.72529975,-10.806,0,3,0.16466887010675338
319,22380,0.723059875,-28.290000000000006,0,3,0.1368610667507293
320,22411,0.7226762499999999,-10.915,0,3,0.10844739322220126
321,22449,0.7222059999999999,-11.153,0,3,0.1252547303508771
322,22587,0.72049825,-21.203000000000003,0,3,0.13726947726546854
323,22635,0.71990425,-11.528,0,3,0.1446102838187168
324,22682,0.719322625,-9.481,0,3,0.12183944611473287
325,22756,0.718406875,-12.251,0,3,0.12250635616884038
326,22779,0.71812225,-10.603,0,3,0.1293827752056329
327,22885,0.7168105,-13.815000000000001,0,3,0.122941398782269
328,22913,0.716464,-9.178,0,3,0.08356769875224147
329,22966,0.715808125,-10.677999999999999,0,3,0.14163540690293852
330,23007,0.7153007499999999,-10.12,0,3,0.15214979948430526
331,23075,0.71445925,-12.028,0,3,0.17113912752007737
332,23120,0.713902375,-11.39,0,3,0.14902271346913443
333,23154,0.713481625,1.9920000000000027,1,4,0.15659713876598022
334,23213,0.7127515,-11.111,0,3,0.14743626509177482
335,23229,0.7125535000000001,-10.57,0,3,0.15029789647087455
336,23267,0.7120832500000001,-10.603,0,3,0.14066599446691966
337,23327,0.71134075,-11.32,0,3,0.15259672850370407
338,23372,0.710783875,-9.84,0,3,0.15044712904426788
339,23413,0.7102765,-10.12,0,3,0.1440632386905391
340,23491,0.7093112500000001,-12.453,0,3,0.1467282378520721
341,23548,0.708605875,-10.446,0,3,0.14508833063014767
342,23630,0.707591125,-11.971,0,3,0.12579627662170223
343,23704,0.706675375,-12.100999999999999,0,3,0.12768026773591298
344,23772,0.7058338749999999,-12.228000000000002,0,3,0.13979062991326346
345,23805,0.7054255,-9.828,0,3,0.12732596503514232
346,23827,0.70515325,-9.331,0,3,0.13059793090955776
347,23991,0.70312375,-21.665999999999997,0,3,0.12724029143318172
348,24007,0.70292575,-10.72,0,3,0.1684099913109094
349,24074,0.702096625,-11.561,0,3,0.16414208220901774
350,24121,0.701515,-11.280999999999999,0,3,0.14618850467686959
351,24146,0.701205625,-10.45,0,3,0.1512280985713005
352,24207,0.70045075,-11.43,0,3,0.1550754629930512
353,24295,0.69936175,0.2519999999999989,1,4,0.14414931550113994
354,24340,0.698804875,-9.89,0,3,0.1299278566406833
355,24371,0.69842125,-10.765,0,3,0.17808089044786268
356,24465,0.6972579999999999,-14.321000000000002,0,3,0.14566380229402096
357,24615,0.69540175,-19.475,0,3,0.14979909002780914
358,24702,0.694325125,0.3210000000000015,1,4,0.15173444348847728
359,24864,0.692320375,-22.791,0,3,0.14690377528744716
360,24927,0.69154075,-11.303,0,3,0.1226758011395023
361,24977,0.690922,-10.375,0,3,0.11847178608179093
362,25091,0.68951125,-14.641000000000002,0,3,0.14868564341674773
363,25179,0.68842225,-12.178,0,3,0.1777112071656368
364,25203,0.68812525,-10.076,0,3,0.18467930859575668
365,25284,0.687122875,-12.84,0,3,0.15200422170721453
366,25304,0.6868753750000001,-9.34,0,3,0.16342211067676543
367,25339,0.68644225,-10.195,0,3,0.14926608289991106
368,25378,0.685959625,1.0290000000000017,1,4,0.14987368948566607
369,25434,0.685266625,-11.69,0,3,0.14024947390758566
370,25461,0.6849324999999999,-10.301,0,3,0.1670943065373986
371,25482,0.684672625,-10.76,0,3,0.14154578426054545
372,25538,0.683979625,-11.39,0,3,0.14488385072244064
373,25593,0.683299,-9.835,0,3,0.14467520117759705
374,25622,0.682940125,-9.706,0,3,0.14268885373041548
375,25680,0.682222375,-9.652999999999999,0,3,0.14207895331341644
376,25735,0.6815417500000001,-11.285,0,3,0.14123665385625578
377,25764,0.681182875,-9.856,0,3,0.14694696253743664
378,25836,0.680291875,0.25599999999999845,1,4,0.1493044663220644
379,25885,0.6796854999999999,-9.926,0,3,0.14773785018799257
380,25917,0.6792895,-10.396,0,3,0.13169507798738778
381,25944,0.6789553749999999,-10.600999999999999,0,3,0.11554707448791575
382,25966,0.678683125,-9.631,0,3,0.13199612566015936
383,26160,0.676282375,-26.621,0,3,0.17130561691430427
384,26180,0.676034875,-10.84,0,3,0.17552138678729534
385,26235,0.67535425,-10.985,0,3,0.15095795758745886
386,26294,0.674624125,1.0890000000000004,1,4,0.16464963492195486
387,26379,0.6735722500000001,-13.07,0,3,0.16454004413064788
388,26464,0.672520375,-10.82,0,3,0.16751557702527325
389,26512,0.671926375,-0.29300000000000104,1,4,0.14710507790247598
390,26582,0.671060125,-12.315000000000001,0,3,0.1661907833069563
391,26614,0.670664125,-9.346,0,3,0.17197989579290152
392,26768,0.668758375,-6.296000000000001,1,4,0.15300149656832218
393,26807,0.6682757500000001,-10.191,0,3,0.15089558466122702
394,26886,0.6672981250000001,-12.781,0,3,0.15517120374531684
395,26925,0.6668155,-10.091,0,3,0.14646464165968773
396,26960,0.666382375,-9.845,0,3,0.14132423933063235
397,26993,0.6659740000000001,-10.778,0,3,0.13592681717691998
398,27026,0.6655656249999999,-10.628,0,3,0.17741377640402678
399,27086,0.6648231250000001,-10.22,0,3,0.1842528186738491
400,27230,0.663041125,-17.146,0,3,0.18574668487740886
